term,inpopular freq,popular freq
canciã³n a,1,0
nuestros vasos,1,0
enamorarnos se,1,0
© fuera,1,0
funciona la,1,0
viejos tiempos,1,0
mis aventuras,1,0
sudor salpica,1,0
triangulo,1,0
la posibilidad,1,0
pusieron aluminio,1,0
bostezo estã,1,0
ilusiã³n con,1,0
perdiã³ durante,1,0
planeta en,1,0
sentir esa,1,0
contarnos pensar,1,0
las medica,1,0
saludan deja,1,0
rap real,1,0
basurero de,1,0
no esa,1,0
el anhelo,1,0
coger todas,1,0
galgo no,1,0
pregunta que,1,0
paralelo vuelve,1,0
brazos el,1,0
azo una,1,0
mi desnudez,1,0
primavera era,1,0
intente soã,1,0
aluminio,1,0
diferente he,1,0
otro rapero,1,0
repaso,1,0
salto en,1,0
arto,2,0
poemas tambiã,1,0
entero igual,1,0
embustero basurero,1,0
esa barrera,1,0
de compromiso,1,0
mano dispuesta,1,0
lo miras,1,0
anhelo del,1,0
el catalã,1,0
un embustero,1,0
flechas por,1,0
mas quieras,1,0
escuchan tres,1,0
idioma una,1,0
dio por,1,0
reconciliarnos hablarnos,1,0
estoy arto,1,0
importo lucho,1,0
judas me,1,0
apetecible por,1,0
prefe un,1,0
rudo,1,0
grato hacer,1,0
cartero,1,0
serpientes se,1,0
desnuda no,1,0
de duda,1,0
instinto nato,1,0
sanguã,1,0
sesos te,1,0
azo,1,0
de dominios,1,0
rapero prefe,1,0
tu cerebro,1,0
barrera con,1,0
fallarnos encontrarnos,1,0
recurso grato,1,0
agujero del,1,0
te enriquece,1,0
madre ni,1,0
un idioma,1,0
crece desde,1,0
eres preso,1,0
binio no,1,0
coã azo,1,0
perdonarme por,1,0
chica porque,1,0
a golpetazos,1,0
dominios,1,0
golpetazos,1,0
rdete en,1,0
encontrarnos y,1,0
medica,1,0
distinto si,1,0
de limpiarte,1,0
algo indiscutible,1,0
buscarle una,1,0
el triangulo,1,0
conmociã³n si,1,0
indiscutible,1,0
desenfunda y,1,0
le importo,1,0
del regazo,1,0
me agrada,1,0
fallarme por,1,0
hablarnos tomar,1,0
golpetazos contra,1,0
ya entendã,1,0
el cartero,1,0
mequetrefes,1,0
tu brazo,1,0
odiarle amarga,1,0
llenaba el,1,0
contarnos,1,0
lloro dejo,1,0
sacuda,1,0
despierto se,1,0
mucho tramo,1,0
euskera,1,0
micrã³fono quiero,1,0
nos marco,1,0
todos sin,1,0
carrera como,1,0
primer track,1,0
palcos,1,0
del huracã,1,0
medica que,1,0
muera si,1,0
© 21,1,0
mirar siquiera,1,0
la mamo,1,0
desnudez de,1,0
dinamo a,1,0
track que,1,0
podamos reconciliarnos,1,0
eso bostezo,1,0
dominios yo,1,0
estupideces nadie,1,0
hop los,1,0
conmociã³n,1,0
limpiarte,1,0
te disfrazas,1,0
ruda hip,1,0
el jack,1,0
basurero,1,0
dinamo,1,0
desenfunda,1,0
de buscarle,1,0
arto de,2,0
duda ni,1,0
retal no,1,0
amarga primavera,1,0
la dinamo,1,0
me desvelo,1,0
vasos sanguã,1,0
sus efes,1,0
el tazã³n,1,0
la faena,1,0
romper los,1,0
sacuda piã,1,0
bonitos,1,0
pasa a,1,0
ar con,2,0
odiarle,1,0
asi estamos,1,0
triangulo de,1,0
e hasta,1,0
agrada,1,0
tazã³n de,1,0
galgo,1,0
porque tienes,1,0
prueba el,1,0
aventuras siendo,1,0
deci,1,0
tazã³n,1,0
hardcore no,1,0
que deci,1,0
aprendã en,1,0
disfrazas,1,0
euskera que,1,0
asustada por,1,0
soluciã³n puta,1,0
una perdiz,1,0
quiero yo,1,0
retrato es,1,0
mequetrefes asi,1,0
estar falto,1,0
final aun,1,0
regazo cuando,1,0
desvelo intente,1,0
mamo porque,1,0
por fallarnos,1,0
esquemas o,1,0
que bonitos,1,0
ayudarte prueba,1,0
problema reflejar,1,0
toque ni,1,0
ruda,1,0
la pregunta,1,0
que despierto,1,0
que perdonarme,1,0
pensar viejos,1,0
que binio,1,0
bonitos eran,1,0
lucho hasta,1,0
enamorarnos,1,0
reflejar mi,1,0
a podamos,1,0
continuo salto,1,0
primer retal,1,0
reciclamos,1,0
rdete,1,0
odio crece,1,0
aviso parental,1,0
parental yo,1,0
enriquece las,1,0
real desde,1,0
pistola desenfunda,1,0
enriquece,1,0
relato boris,1,0
soy igual,1,0
ser doble,1,0
espera en,1,0
dinero hablo,1,0
palcos yo,1,0
kelloggs escribo,1,0
boris,1,0
prefe,1,0
llenaba,1,0
hacer estos,1,0
punta es,1,0
retal,1,0
porque mato,1,0
gana dinero,1,0
no mirar,1,0
las estupideces,1,0
peligros que,0,3
broma pero,0,1
hasta ti,0,1
segundo mã,0,1
marea le,0,2
varias veces,0,1
vidas a,0,3
suspire,0,1
vivã an,0,3
tengo tan,0,1
los peligros,0,3
tengo alternativa,0,2
propuesto escucha,0,1
correrã,0,1
abrazarte al,0,1
que acechaban,0,3
© continuar,0,1
preocupado,0,1
la escuchã,0,1
retrocedã,0,1
suspire quise,0,1
me arranquen,0,1
arranquen la,0,1
sentã an,0,3
distinciã³n,0,3
si lograrã,0,1
asuste,0,1
ni ver,0,2
retrocedã a,0,1
abrã los,0,1
dolorosa que,0,2
son selea,0,6
a capaz,0,2
tuve miedo,0,1
no soportarã,0,1
pasa y,1,2
custodiado por,0,3
alma sentã,0,3
una diosa,0,3
correrã ©,0,1
me tirã,0,1
fin correrã,0,1
hechizo custodiado,0,3
de nadar,0,1
olas en,0,1
mi depende,0,2
dije su,0,1
yo retrocedã,0,1
arranquen,0,1
trataba de,0,2
miedo ni,0,3
a perderla,0,1
minutos para,0,1
inãºtilmente suspire,0,1
hasta abrazarte,0,1
yo muero,0,1
desesperado grite,0,1
cesa para,0,2
de voluntad,0,2
pero pasaban,0,1
por amores,0,3
quise nadar,0,1
pies selea,0,1
selea,0,7
asuste quise,0,1
me asuste,0,1
mirã ©,0,2
depende cada,0,2
© mirã,0,1
ti aunque,0,2
no verla,0,1
inãºtilmente,0,1
marea subã,0,1
vuelto realidad,0,2
pienso hacerlo,0,2
apenas podã,0,1
a tiras,0,1
ti serã,0,2
verla me,0,1
ti pienso,0,1
mueres yo,0,1
trataba,0,2
hacerlo por,0,2
acechaban,0,3
hundirme pienso,0,1
solo podã,0,1
se trataba,0,1
alternativa si,0,2
avanzar pero,0,1
tiras pienso,0,1
escuchar su,0,1
ojos muy,0,1
despacio inãºtilmente,0,1
perderla es,0,1
ponga el,0,2
verdadera adicciã³n,0,3
compartã an,0,6
dijo y,0,2
© hacia,0,2
acechaban en,0,3
que aman,0,3
llame no,0,1
impida conseguirlo,0,1
alma vivã,0,3
muy despacio,0,1
muero aquã,0,1
quieran hundirme,0,1
arrebatarã,0,2
escucha me,0,1
soportarã,0,1
y desesperado,0,1
me impida,0,1
notar su,0,1
amores una,0,3
selea y,0,6
y diteron,0,6
llegare hasta,0,1
horas tuve,0,1
al no,0,1
grite dije,0,1
queda a,0,2
muero muero,0,1
nadar para,0,1
respirar ni,0,1
necesito llegar,0,2
grite,0,1
cosa por,0,2
lograrã ©,0,1
preocupado me,0,1
conseguirlo llegare,0,1
subã a,0,1
veces al,0,1
pasaban las,0,1
perderla,0,1
no recibã,0,1
solo 10,0,1
corazã³n bajo,0,3
diteron,0,6
nadar hasta,0,1
realidad necesito,0,2
diteron compartã,0,6
recibã mã,0,1
lejos la,0,1
custodiado,0,3
compartã,0,6
un hechizo,0,3
diosa y,0,3
soportarã a,0,1
mismo corazã³n,0,3
mi fuerza,0,2
nombre varias,0,1
consigo a,0,2
olas quieran,0,1
aman sin,0,3
adicciã³n sin,0,3
segundos preocupado,0,1
le arrebatarã,0,2
quise notar,0,1
ni temor,0,3
por dolorosa,0,2
arrebatarã su,0,2
s apenas,0,1
llegar antes,0,2
terrible distinciã³n,0,3
mar quise,0,1
la llame,0,1
su terrible,0,3
armamos,0,1
simple cuando,0,1
la planta,0,1
aplaudirle,0,1
repateas,0,1
eme tu,0,1
arrepentã,0,1
nos juntamos,0,1
y duo,0,1
objetivo y,0,1
cacho porque,0,1
cil saber,0,1
invencible mientras,0,1
largaros de,0,4
rock n,0,1
no comprenden,0,1
e sabes,0,1
y destruir,0,4
culpa hermano,0,1
xiz,0,1
escucharle se,0,1
sea puede,0,1
tien si,0,1
te arrepientas,0,1
al 15,0,1
chojin y,0,1
chãºpasela al,0,1
kie el,0,1
guitarra con,0,1
juntamos,0,1
una diana,0,1
osea,0,1
the xizs,0,1
arma que,0,1
pico yo,0,1
control ponme,0,1
papa golpea,0,1
x2 miro,0,1
chulos,0,4
alrededor son,0,1
dispara a,0,1
embã rgame,0,1
cobardes a,0,1
son policias,0,1
tienes tablas,0,1
enverde,0,1
habla mierda,0,1
chojin hace,0,1
tãº aqui,0,1
saber ohhh,0,1
del ikea,0,1
parecen maniquã,0,1
s chulos,0,4
estrutura,0,1
villacino,0,1
mcs crã,0,1
quieres mirco,0,1
dice para,0,1
dilãºo cada,0,1
tien tien,0,1
subirse,0,1
comprenden lo,0,1
kea,0,1
espalda vas,0,1
miro busco,0,4
macarras fuera,0,1
luego aplaudirle,0,1
sien tien,0,1
xizs duo,0,1
acopla,0,1
tipo se,0,1
al papa,0,1
mcs deberã,0,4
ha venido,0,1
nerviozzo fuck,0,1
golpea al,0,1
tien efectivo,0,1
uohh rock,0,1
clava como,0,1
sabes kea,0,1
cagas y,0,1
es subirse,0,1
se acopla,0,1
diala en,0,1
mirco,0,1
policias,0,1
ikea tenemos,0,1
tiro del,0,1
la multa,0,1
nerviozzo,0,1
bienes chãºpasela,0,1
al villacino,0,1
son macarras,0,1
yeah habla,0,1
chojin acciã³n,0,1
tren tengo,0,1
arrepentã s,0,1
bis hasta,0,1
a diala,0,1
kie,0,2
asã existã,0,1
rgame los,0,1
encuentro destruyo,0,4
la platea,0,1
tien,0,3
para luego,0,1
me repateas,0,1
estribillo miro,0,3
flipe,0,1
golpea,0,1
un pis,0,1
s enverde,0,1
los bienes,0,1
diablo ha,0,1
subirse al,0,1
pide que,0,1
las crea,0,1
roll baby,0,1
diala,0,1
idea crees,0,1
parece simple,0,1
este cacho,0,1
empezar con,0,1
arrepientas de,0,1
osea yeah,0,1
toneladas de,0,1
diana es,0,1
aqui tãº,0,1
chãºpasela,0,1
ponme la,0,1
lo flipe,0,1
multa embã,0,1
juntamos la,0,1
cara tu,0,1
respuesta palo,0,1
le mire,0,1
rapper despuã,0,1
repateas tus,0,1
culo llevas,0,1
rgame,0,1
decirle cosas,0,1
estrutura invencible,0,1
s the,0,1
motivo y,0,2
hoy fijo,0,1
n roll,0,1
uohh,0,1
veo cobardes,0,1
os arrepentã,0,1
platea e,0,1
maniquã s,0,1
enverde bis,0,1
fijaros mcs,0,4
dilãºo,0,1
mundo le,0,1
va dejarlo,0,1
efectivo como,0,1
nuestras armas,0,1
macarras,0,1
existã s,0,1
ais largaros,0,4
acopla y,0,1
otra estrutura,0,1
el tien,0,1
nchez rapocalipsis,0,1
chojin voy,0,1
bis,0,1
llevas una,0,1
siempre consigue,0,1
xizs,0,1
tres mcs,0,1
tenemos respuesta,0,1
consigue hacer,0,1
deberã ais,0,8
hay tonto,0,1
ganas fuck,0,1
xiz the,0,1
yo dilãºo,0,1
pis hoy,0,1
ais fijaros,0,4
le pide,0,1
tres toneladas,0,1
y decirle,0,2
planta baja,0,1
policias son,0,1
balas fuck,0,1
ble parece,0,1
embã,0,1
busco encuentro,0,4
un lo,0,1
mcs rapeando,0,1
directos mã,0,4
kie son,0,1
armas sã,0,1
the xiz,0,1
la armamos,0,1
crea eres,0,1
son nuestras,0,1
yeah no,0,2
misiã³n buscar,0,4
porque matã,0,1
de escucharle,0,1
aplaudirle y,0,1
oh yeah,0,1
estas son,0,1
arrepientas,0,1
platea,0,1
les tiro,0,1
largaros,0,4
olvide lo,0,1
rapocalipsis,0,1
de conseguir,0,1
ha frustrado,0,1
fijaros,0,4
kea tãº,0,1
villacino increã,0,1
hace otra,0,1
maniquã,0,1
hacerlo que,0,1
noche misiã³n,0,4
fuck yeah,0,3
duo kie,0,2
rendir elijo,1,0
un explosiã³n,1,0
pitch and,2,0
dark finally,1,0
finally i,1,0
complicarte aparte,1,0
presumir decir,1,0
de ganas,1,0
trasmite mis,1,0
salen no,1,0
asã sã,1,1
doce buena,1,0
venimos sin,1,0
stan ey,1,0
ctica chico,1,0
nuestros nombres,1,0
letras un,1,0
corteza por,1,0
desengaã os,1,0
fuego si,1,0
palo presumen,1,0
me cobra,1,0
conecta,1,0
ellas son,1,0
seguridad del,1,0
ill lay,1,0
escribo amor,1,0
clear,1,0
temazos pensando,1,0
camino tranquilo,1,0
buenos finales,1,0
confesar,1,0
porque todas,1,0
crystal clear,1,0
go ahead,1,0
el cable,1,0
va eso,1,0
pagar mi,1,0
se conecta,1,0
ahead,1,0
es complicada,1,0
aparte solo,1,0
ases calientes,1,0
micro trasmite,1,0
see how,1,0
cumplen sueã,1,0
sofoca,1,0
fever pitch,2,0
the things,1,0
relaja las,1,0
sin principios,1,0
crystal,1,0
of you,1,0
tomar confesar,1,0
ill leave,1,0
son chispas,1,0
que venimos,1,0
las bases,1,0
bringing,2,0
ingenio del,1,0
mis cuerdas,1,0
its bringing,2,0
sample adele,1,0
no gano,1,0
descarte,1,0
crimen lo,1,0
letras fluyen,2,0
me out,3,0
propina y,1,0
ganas termino,1,0
os colaterales,1,0
termino temazos,1,0
consume oxã,1,0
zosi y,1,0
somos buenos,1,0
del infiel,1,0
reaching a,2,0
ni conocen,1,0
tiene pluma,1,0
lay,1,0
ser fuego,1,0
estilogrã fica,1,0
alcohol ameniza,1,0
empezar joder,1,0
calientes cuando,1,0
aire cuando,1,0
bare see,1,0
caballo regalao,1,0
things that,1,0
gente sin,1,0
pintao prefiero,1,0
causan mis,1,0
equipados de,1,0
nombres es,1,0
cantar porque,1,0
demostramos ser,1,0
confesar no,1,0
muertos en,1,0
s vueltas,1,0
da tanto,1,0
la sabidurã,2,0
armas tomar,1,0
la corteza,1,0
tornado de,1,0
buenos pero,2,0
vocales que,1,0
complicarte,1,0
sofoca respira,1,0
cuidadosamente cada,1,0
heart reaching,2,0
leave,1,0
porche por,1,0
sus conciencias,1,0
el 28,1,0
veas si,1,0
a presumir,1,0
conocen mi,1,0
estilogrã,1,0
a prã,1,0
lloros en,1,0
how ill,1,0
de tiritos,1,0
me agarro,1,0
will do,1,0
esperas apoyo,1,0
mejor muertos,1,0
geno y,1,0
ahead and,1,0
can see,1,0
respira y,1,0
todas ellas,1,0
este rollo,1,0
naturaleza no,1,0
bare,1,0
sobrais,1,0
jeysot ey,1,0
tendrã buenos,1,0
akg,1,0
demostramos,1,0
with every,1,0
follo lo,1,0
autobiogrã,1,0
t underestimate,1,0
theres a,2,0
gano para,1,0
lloros,1,0
finales zosi,1,0
cuidadosamente,1,0
porche,1,0
conecta el,1,0
tierra la,1,0
prefiero pagar,1,0
de aire,1,0
porque venimos,1,0
sell,1,0
autobiogrã fica,1,0
underestimate,1,0
tranquilo los,1,0
polen al,1,0
bocanadas,1,0
fica tu,1,0
viejo la,1,0
crean mã,1,0
the dark,2,0
reaching,2,0
and its,2,0
and ill,1,0
agradables por,1,0
28,1,0
para desengaã,1,0
del pacã,1,0
principios no,1,0
puedes masticar,1,0
you crystal,1,0
fire starting,2,0
colaterales,1,0
jeysot,1,0
luego demostramos,1,0
vano es,1,0
riada de,1,0
alas de,2,0
ship bare,1,0
decir hoy,1,0
chispas pueden,1,0
sobrais en,1,0
corteza,1,0
zosi,2,0
colaterales causan,1,0
micro sobrais,1,0
bares la,1,0
novio tiene,1,0
buscado buenos,1,0
s adicciã³n,1,0
i will,1,0
una riada,1,0
equipados,1,0
finally,1,0
frases una,1,0
buenos momento,1,0
indomables,1,0
es estilogrã,1,0
descarte mi,1,0
venimos equipados,1,0
sell me,1,0
28 rap,1,0
rap consume,1,0
apoyo chico,1,0
do theres,1,0
adicciã³n que,1,0
starting in,2,0
bringing me,2,0
puedes asfixiar,1,0
adele theres,1,0
y akg,1,0
amigos cumplen,1,0
micro indomables,1,0
heart,2,0
guerra lo,1,0
ni lloros,1,0
os mis,1,0
presumen tomar,1,0
que buscado,1,0
elijo cuidadosamente,1,0
ya letras,2,0
tanto somos,1,0
a fever,2,0
mãºsica cuando,1,0
tiritos,1,0
creas los,1,0
quieren volumen,1,0
akg hasta,1,0
underestimate the,1,0
esquina que,1,0
muchos vienen,1,0
adele,1,0
ni pintao,1,0
cumplo aã,1,0
y sofoca,1,0
saben nuestros,1,0
conciencias cuidan,1,0
aviso antes,1,0
terremoto en,1,0
indomables suena,1,0
theres,2,0
ey atrã,1,0
complicada cuando,1,0
ey chaval,1,0
sin pasta,1,0
cuidan su,1,0
and sell,1,0
perder aprender,1,0
letra autobiogrã,1,0
quieres complicarte,1,0
your ship,1,0
agarro al,1,0
bocanadas de,1,0
a escucharme,1,0
masticar,1,0
rollo como,1,0
trasmite,1,0
agradables,1,0
fondo del,1,0
hay lo,2,0
fica el,1,0
cuando empiezo,2,0
every piece,1,0
asfixiar,1,0
things,1,0
fever,2,0
explosiã³n de,1,0
grafo esta,1,0
zosi escribe,1,0
os daã,1,0
serie como,1,0
sentado a,1,0
angel la,2,0
buen porche,1,0
you don,1,0
gratis sin,1,0
riada,1,0
saben ni,1,0
leave with,1,0
suena nuestra,1,0
y relaja,1,0
tiritos ni,1,0
saber perder,1,0
un cd,1,0
lay your,1,0
cobra propina,1,0
atrã ©,1,0
i can,1,0
de armas,1,0
© vete,1,0
starting,2,0
clear go,1,0
my heart,2,0
ameniza y,1,0
escucharme aquã,1,0
see you,1,0
viejo y,1,0
muerdas mã,1,0
ayudã³ a,0,3
pudimos ser,0,1
suicã da,0,1
cabeza no,0,1
tras ocho,0,1
no parezcan,0,1
cerraron para,0,2
durmiendo la,0,1
imanes para,0,1
amo vamos,0,1
vamos unete,0,1
vaya estoy,0,1
latino america,0,1
libertad acabo,0,1
ombligo escuchar,0,1
ciego tengo,0,2
serã porque,0,2
unete a,0,1
ocho horas,0,1
pronto me,0,1
arrojo,0,2
escuchar las,0,1
de callejones,0,1
si mantengo,0,1
que ingenuo,0,1
piernas tiemblan,0,1
lejos ya,0,1
bailaremos,0,1
condena por,0,1
habrã mã,0,1
desolado pero,0,1
he deseado,0,1
gritame que,0,2
me denunciaran,0,1
decorada,0,1
nunca acaba,0,1
insurgentes cojones,0,1
me entiendas,0,1
se suicã,0,1
apaga cuanto,0,1
abrir nuevos,0,1
teatro dame,0,1
eterna letras,0,1
telã³n del,0,1
declaro culpable,0,1
sensaciã³n descubrirã,0,1
disparos me,0,1
decorada con,0,1
iluminar mi,0,1
final tumbado,0,1
unete,0,1
vamos y,0,1
que volver,0,1
entiendas cuando,0,1
gritame,0,4
ven serã,0,2
traicionen,0,1
sorprendas,0,1
adios al,0,1
siga en,0,1
que mirarte,0,2
acida y,0,1
que soledad,0,1
infinitos caminos,0,1
cumulo de,0,1
avenida del,0,1
del desengaã,0,1
ingenuo de,0,1
ojos vamos,0,1
naciã³ cuando,0,1
laberinto jura,0,1
y bailaremos,0,1
tus parpados,0,1
ansiedad cuando,0,1
futuro inedito,0,1
america andando,0,1
merezcan pero,0,1
parezcan disparos,0,1
paro pronto,0,1
amar la,0,1
creo aun,0,1
huã da,0,1
estoy rompiendo,0,1
acabo vomitando,0,1
ultima pero,0,1
humedecer de,0,2
estar ciego,0,2
vamos lejos,0,1
me hipnotizas,0,1
quiero una,0,1
denunciaran por,0,1
espero esconderme,0,1
se cerraron,0,2
brazos abiertos,0,3
me traicionen,0,1
madrugada serã,0,1
ador en,0,1
fuimos mis,0,1
barrio cuando,0,1
mas ayuda,0,1
latino,0,1
me sorprendas,0,1
a humedecer,0,2
cumulo,0,1
que pudimos,0,1
humedecer,0,2
lagrimas por,0,1
calma pero,0,1
desolado,0,1
muralla,0,1
imagino como,0,1
imagino su,0,1
s lagrimas,0,1
imanes,0,2
mis infinitos,0,1
agotado y,0,1
arrojo estã,0,1
muralla imagino,0,1
nuevos senderos,0,1
me declaro,0,1
acabe la,0,1
estoy quemando,0,1
bosque estarã,0,1
callejones sin,0,1
queman tras,0,1
esperando esta,0,1
estarã desolado,0,1
ximo posible,0,1
lo merezcan,0,1
insurgentes,0,1
jungla se,0,1
destino aun,0,1
suelo huyendo,0,1
guardia del,0,1
encontrar un,0,1
soledad eterna,0,1
salida el,0,1
estado esperando,0,1
tumba decorada,0,1
hipnotizas con,0,1
derrumba me,0,1
callejones,0,1
felicidad gritame,0,2
posible tal,0,1
acaba no,0,1
vomitando porque,0,1
cruel en,0,1
nuestra muralla,0,1
mas profunda,0,1
hay ansiedad,0,1
vivo espero,0,1
mã grã,0,1
portal gritando,0,1
son imanes,0,1
jura,0,1
da vaya,0,1
la huã,0,1
juro la,0,1
una tumba,0,1
sensaciã³n sin,0,1
o naciã³,0,1
estupidez lo,0,1
madre tenerte,0,1
acida,0,1
arrojo estan,0,1
depresiã³n mas,0,1
merezcan,0,1
parpados se,0,1
tiempo he,0,1
infinitos,0,1
senderos cuando,0,1
pensar latino,0,1
gritame a,0,1
rompiendo muros,0,1
en telã³n,0,1
esconderme un,0,1
de encontrar,0,1
parezcan,0,1
la estupidez,0,1
fueron hermanos,0,1
cojones cuando,0,1
estoy agotado,0,1
del laberinto,0,1
descubrirã ©,0,1
© adios,0,1
un cumulo,0,1
soy afortunado,0,1
mi jungla,0,1
traicionen se,0,1
quedarã ©,0,1
donde pero,0,1
a durmiendo,0,1
pudimos,0,1
construir pero,0,1
bailaremos un,0,1
mis insurgentes,0,1
tiemblan parece,0,1
mirada no,0,1
gotas y,0,1
manos y,0,1
unico destino,0,1
llores dirã,0,1
grã tame,0,2
anhelo que,0,1
jura que,0,1
hipnotizas,0,1
gritame con,0,1
hermanos me,0,1
caminos son,0,1
me juro,0,1
denunciaran,0,1
muros sin,0,1
noche era,0,1
abismo al,0,2
quemando en,0,1
cerraron,0,2
por abrir,0,1
pie serã,0,1
inedito,0,1
si muriã³,0,1
lluvia acida,0,1
profunda lo,0,1
mil flores,0,1
a construir,0,1
me arrojo,0,2
flores anhelo,0,1
quiera iluminar,0,1
por cosas,0,1
inedito que,0,1
suicã,0,1
tame con,0,2
otra sensaciã³n,0,1
esta madrugada,0,1
solo quedarã,0,1
descubrirã,0,1
el guardia,0,1
senderos,0,1
aun espero,0,1
tu unico,0,1
tormenta mi,0,1
aun estoy,0,1
sorprendas en,0,1
estan tus,0,1
rato canto,0,1
carretera lluvia,0,1
gritando con,0,1
ser especial,0,1
estoy diciendo,0,1
mi tenemos,0,1
un reto,0,1
escondamonos del,0,1
mar nos,0,1
mi cada,0,1
gema dime,0,4
verlo â,0,1
surja,0,1
vernos para,0,1
amarte vamos,0,1
olvida lo,0,4
escapenomos y,0,1
nuestro encuentro,0,1
algo complicado,0,4
prefiero terminar,0,1
su perfume,0,1
pero esperarã,0,1
y escondamonos,0,1
curiosa como,0,1
cada sample,0,1
chica tan,0,1
estarã haciendo,0,1
© estarã,0,1
quieres olvida,0,4
ar solo,0,1
acerque sin,0,1
partamos,0,1
escondamonos,0,1
metro su,0,1
a mirarte,0,1
te buscarã,0,1
marcharnos de,0,1
cada parte,0,1
mã piel,0,1
siento debo,0,1
mundo cuando,1,1
hacer sã³lo,0,1
distinta es,0,1
nunca podremos,0,1
encontrarnos sã,0,1
podremos,0,2
ella otra,0,1
puedo imaginar,0,1
y vamos,0,4
cuando comienzo,0,1
pero despierta,0,1
sentirlo y,0,1
© aquello,0,1
despierta algo,0,1
puede esquivarme,0,1
vi jamã,0,1
y supe,0,1
tenemos pero,0,1
partamos a,0,1
mi ansiedad,0,1
perfume me,0,1
a viajar,0,1
a verla,0,1
a sentido,0,1
estã con,0,1
reto para,0,1
el tiene,0,1
ansiedad pide,0,1
mismo estarã,0,1
confesarle que,0,1
le prometã,0,1
noto en,0,1
linda es,0,1
mujer cruda,0,1
que aparece,0,1
mirada la,0,1
te demostrarã,0,1
solo confã,0,1
resto partamos,0,1
yo surgen,0,1
decã rselo,0,1
malo casi,0,1
verla tiene,0,1
ahora nunca,0,1
aparece a,0,1
romperã ©,0,1
piel ayer,0,1
donde surja,0,1
locura nunca,0,1
estribillo gema,0,4
esquivarme,0,1
gusta desde,0,1
l puedo,0,1
antes habã,0,1
ez necesito,0,1
complicado olvida,0,4
hora ya,0,1
l invade,0,1
s pensã,0,1
aquã si,0,1
el piel,0,1
algo asã,0,1
tan curiosa,0,1
surgen cosas,0,1
para marcharnos,0,1
verla aunque,0,1
la veo,0,1
entre ella,0,1
medio metro,0,1
hacer dime,0,1
hago romperã,0,1
mirar pero,0,1
podremos saber,0,1
incomprendida esta,0,1
puedo que,0,1
bien ella,0,1
que vernos,0,1
gema es,0,2
vamos al,0,4
que guarda,0,1
algo extraã,0,1
n sueã,0,1
puede negarlo,0,1
por soã,0,1
especial porque,0,1
decirle te,0,1
a sã³lo,0,1
vamos juntos,0,4
sentido algo,0,1
relaciã³n por,0,1
n estoy,0,1
historia dime,0,1
veo pasar,0,1
juro te,0,1
ni quã,0,1
soporto el,0,1
escapenomos,0,1
por ãºltima,0,1
sample de,0,1
debo confesarle,0,1
esquivarme vamos,0,1
mi relaciã³n,0,1
como linda,0,1
buscarã,0,1
imaginar y,0,1
ya dejarã,0,1
algo entre,0,1
juntos allã,0,1
invade cada,0,1
tiene pero,0,1
realidad mi,0,1
encuentro podremos,0,1
presente vamos,0,4
con mirar,0,1
a apostar,0,1
vez debe,0,1
mirarte escapenomos,0,1
juntos de,0,4
linda,0,1
confesarle,0,1
ella estã,0,1
quiero sentirlo,0,1
podremos hacerlo,0,1
comienzo a,0,1
necesito verla,0,1
prefieres dime,0,1
estremece,0,1
surja nuestro,0,1
curiosa,0,1
sentimientos piden,0,1
demostrarã ©,0,1
juego vamos,0,1
me estremece,0,1
lleve juntos,0,1
buscarã ©,0,1
incomprendida,0,1
no soporto,0,1
otra mujer,0,1
evitarlo no,0,1
sentir la,0,1
a asã,0,2
esta locura,0,1
hacerlo tan,0,1
â pensar,0,1
sã³lo medio,0,1
pueda amarte,0,1
gema cada,0,1
incluso quisimos,0,1
perdã³n quise,0,2
aposte por,0,1
vez quien,0,1
sules,0,1
gente a,1,2
para asegurarnos,0,1
jamas pensaste,0,1
esta decisiã³n,0,1
yo tienes,0,1
tratas,0,1
amo mi,0,1
perdã³n no,1,2
queremos y,0,2
vuelve vuelvo,0,1
rencor no,0,1
motivos que,0,2
debiste,0,2
conseguã mejorar,0,1
de surgir,0,1
magia dejo,0,1
yo aposte,0,1
tratas de,0,1
aceptas,0,2
esto nos,0,1
razã³n acepto,0,2
odie por,0,1
necesito saber,1,1
se cociente,0,2
quisimos volar,0,1
veces incluso,0,2
y dejarlo,0,1
comprendes,0,1
quieren hablar,0,1
que vuelve,0,1
chico fuerte,0,1
yo fallã,0,2
ser â,0,1
error o,0,1
y duele,0,1
â comprendes,0,1
surgir sã,0,1
sido fã,0,1
que tratas,0,1
pero fallã,0,1
que sules,0,1
porque seguramente,0,2
dejo de,0,1
odiamos a,0,2
a comenzar,0,1
alrededor y,0,2
nos odiamos,0,2
que regresã,0,1
suficiente no,0,2
despedida yo,0,1
debiste irte,0,2
acaba y,0,1
quise hacerlo,0,2
intento borrarlo,0,1
no olvide,0,1
por aquello,0,1
ves diferente,0,1
hacerlo pero,0,1
a recordar,0,1
aãºn sigues,0,2
y cambiã,0,1
tambien lo,0,1
mejorar y,0,1
nos hicimos,0,2
quieras ni,0,2
odiamos,0,2
sules pensar,0,1
olvide tu,0,1
nos pudiera,0,1
nuestra magia,0,1
y existen,0,1
perdonas mi,0,1
cil esta,0,1
hicimos daã,0,2
aceptas a,0,2
dejamos de,0,1
te olvidas,0,1
y evitar,0,1
borrarlo de,0,1
